Timestamp (s),Latitude (deg),Longitude (deg),Speed (km/h)
83.680,50.45058268,30.52419436,54.19
83.720,50.45058144,30.52418616,53.77
83.760,50.45058024,30.52417802,53.32
83.800,50.45057910,30.52416993,52.84
83.840,50.45057802,30.52416191,52.33
83.880,50.45057700,30.52415395,51.80
83.920,50.45057603,30.52414606,51.24
83.960,50.45057514,30.52413824,50.65
84.000,50.45057431,30.52413051,50.05
84.040,50.45057356,30.52412285,49.41
84.080,50.45057288,30.52411528,48.76
84.120,50.45057228,30.52410780,48.09
84.160,50.45057177,30.52410042,47.40
84.200,50.45057134,30.52409313,46.69
84.240,50.45057099,30.52408595,45.97
84.280,50.45057074,30.52407887,45.23
84.320,50.45057059,30.52407190,44.49
84.360,50.45057053,30.52406504,43.74
84.400,50.45057057,30.52405831,42.98
84.440,50.45057072,30.52405169,42.23
84.480,50.45057097,30.52404520,41.48
84.520,50.45057134,30.52403884,40.73
84.560,50.45057182,30.52403261,40.06
84.600,50.45057242,30.52402648,39.57
84.640,50.45057315,30.52402044,39.23
84.680,50.45057400,30.52401448,38.94
84.720,50.45057497,30.52400861,38.69
84.760,50.45057605,30.52400282,38.49
84.800,50.45057725,30.52399711,38.33
84.840,50.45057855,30.52399148,38.20
84.880,50.45057995,30.52398593,38.11
84.920,50.45058145,30.52398045,38.05
84.960,50.45058304,30.52397504,38.01
85.000,50.45058472,30.52396971,38.00
85.040,50.45058650,30.52396444,38.01
85.080,50.45058835,30.52395924,38.04
85.120,50.45059028,30.52395410,38.08
85.160,50.45059229,30.52394902,38.13
85.200,50.45059438,30.52394401,38.19
85.240,50.45059652,30.52393905,38.26
85.280,50.45059874,30.52393415,38.33
85.320,50.45060101,30.52392930,38.40
85.360,50.45060334,30.52392451,38.47
85.400,50.45060572,30.52391976,38.54
85.440,50.45060815,30.52391507,38.61
85.480,50.45061063,30.52391042,38.67
85.520,50.45061314,30.52390581,38.72
85.560,50.45061570,30.52390125,38.76
85.600,50.45061829,30.52389673,38.79
85.640,50.45062090,30.52389224,38.81
85.680,50.45062355,30.52388779,38.81
85.720,50.45062621,30.52388338,38.80
85.760,50.45062889,30.52387900,38.78
85.800,50.45063159,30.52387464,38.74
85.840,50.45063430,30.52387032,38.68
85.880,50.45063701,30.52386602,38.61
85.920,50.45063973,30.52386175,38.52
85.960,50.45064244,30.52385750,38.42
86.000,50.45064515,30.52385327,38.29
86.040,50.45064786,30.52384906,38.15
86.080,50.45065055,30.52384486,37.98
86.120,50.45065322,30.52384068,37.80
86.160,50.45065587,30.52383651,37.61
86.200,50.45065850,30.52383235,37.39
86.240,50.45066110,30.52382820,37.16
86.280,50.45066367,30.52382405,36.91
86.320,50.45066621,30.52381991,36.64
86.360,50.45066870,30.52381577,36.36
86.400,50.45067116,30.52381163,36.06
86.440,50.45067356,30.52380749,35.75
86.480,50.45067592,30.52380335,35.43
86.520,50.45067822,30.52379920,35.10
86.560,50.45068046,30.52379504,34.75
86.600,50.45068264,30.52379087,34.40
86.640,50.45068475,30.52378669,34.05
86.680,50.45068679,30.52378250,33.68
86.720,50.45068876,30.52377829,33.32
86.760,50.45069065,30.52377406,32.96
86.800,50.45069246,30.52376982,32.60
86.840,50.45069419,30.52376555,32.25
86.880,50.45069582,30.52376125,31.91
86.920,50.45069737,30.52375694,31.59
86.960,50.45069881,30.52375259,31.28
87.000,50.45070016,30.52374821,31.00
87.040,50.45070140,30.52374380,30.75
87.080,50.45070253,30.52373936,30.53
87.120,50.45070355,30.52373488,30.34
87.160,50.45070446,30.52373037,30.20
87.200,50.45070524,30.52372581,30.11
87.240,50.45070590,30.52372122,30.07
87.280,50.45070644,30.52371658,30.07
87.320,50.45070688,30.52371192,30.02
87.360,50.45070723,30.52370727,29.91
87.400,50.45070750,30.52370261,29.82
87.440,50.45070768,30.52369796,29.76
87.480,50.45070779,30.52369330,29.72
87.520,50.45070782,30.52368864,29.70
87.560,50.45070778,30.52368399,29.70
87.600,50.45070766,30.52367933,29.72
87.640,50.45070747,30.52367468,29.76
87.680,50.45070721,30.52367002,29.81
87.720,50.45070689,30.52366537,29.88
87.760,50.45070650,30.52366071,29.96
87.800,50.45070604,30.52365606,30.05
87.840,50.45070553,30.52365140,30.15
87.880,50.45070495,30.52364674,30.26
87.920,50.45070431,30.52364209,30.37
87.960,50.45070362,30.52363743,30.49
88.000,50.45070288,30.52363278,30.62
88.040,50.45070208,30.52362812,30.75
88.080,50.45070124,30.52362347,30.89
88.120,50.45070034,30.52361881,31.02
88.160,50.45069940,30.52361416,31.16
88.200,50.45069842,30.52360950,31.30
88.240,50.45069739,30.52360484,31.44
88.280,50.45069632,30.52360019,31.57
88.320,50.45069521,30.52359553,31.71
88.360,50.45069406,30.52359088,31.84
88.400,50.45069289,30.52358622,31.97
88.440,50.45069167,30.52358157,32.09
88.480,50.45069043,30.52357691,32.21
88.520,50.45068916,30.52357226,32.32
88.560,50.45068785,30.52356760,32.43
88.600,50.45068653,30.52356294,32.53
88.640,50.45068518,30.52355829,32.63
88.680,50.45068381,30.52355363,32.72
88.720,50.45068242,30.52354898,32.80
88.760,50.45068101,30.52354432,32.88
88.800,50.45067959,30.52353967,32.95
88.840,50.45067815,30.52353501,33.01
88.880,50.45067670,30.52353036,33.06
88.920,50.45067524,30.52352570,33.11
88.960,50.45067377,30.52352104,33.14
89.000,50.45067229,30.52351639,33.17
89.040,50.45067082,30.52351173,33.19
89.080,50.45066933,30.52350708,33.20
89.120,50.45066785,30.52350242,33.20
89.160,50.45066637,30.52349777,33.20
89.200,50.45066489,30.52349311,33.18
89.240,50.45066342,30.52348846,33.16
89.280,50.45066196,30.52348380,33.13
89.320,50.45066050,30.52347914,33.09
89.360,50.45065906,30.52347449,33.04
89.400,50.45065763,30.52346983,32.98
89.440,50.45065621,30.52346518,32.92
89.480,50.45065481,30.52346052,32.85
89.520,50.45065343,30.52345587,32.77
89.560,50.45065206,30.52345121,32.68
89.600,50.45065072,30.52344656,32.59
89.640,50.45064941,30.52344190,32.49
89.680,50.45064812,30.52343724,32.38
89.720,50.45064686,30.52343259,32.27
89.760,50.45064563,30.52342793,32.16
89.800,50.45064443,30.52342328,32.03
89.840,50.45064327,30.52341862,31.91
89.880,50.45064214,30.52341397,31.78
89.920,50.45064105,30.52340931,31.65
89.960,50.45064000,30.52340466,31.51
90.000,50.45063899,30.52340000,31.38
90.040,50.45063801,30.52339537,31.15
90.080,50.45063704,30.52339078,30.84
90.120,50.45063608,30.52338623,30.55
90.160,50.45063514,30.52338172,30.27
90.200,50.45063421,30.52337725,30.00
90.240,50.45063330,30.52337281,29.75
90.280,50.45063239,30.52336841,29.52
90.320,50.45063149,30.52336404,29.29
90.360,50.45063060,30.52335970,29.09
90.400,50.45062972,30.52335539,28.89
90.440,50.45062885,30.52335110,28.71
90.480,50.45062799,30.52334684,28.55
90.520,50.45062713,30.52334259,28.40
90.560,50.45062628,30.52333837,28.26
90.600,50.45062544,30.52333416,28.14
90.640,50.45062460,30.52332997,28.03
90.680,50.45062376,30.52332579,27.93
90.720,50.45062293,30.52332163,27.85
90.760,50.45062210,30.52331747,27.79
90.800,50.45062127,30.52331332,27.73
90.840,50.45062045,30.52330918,27.70
90.880,50.45061962,30.52330504,27.67
90.920,50.45061880,30.52330090,27.66
90.960,50.45061798,30.52329676,27.66
91.000,50.45061715,30.52329262,27.68
91.040,50.45061633,30.52328847,27.72
91.080,50.45061550,30.52328432,27.76
91.120,50.45061467,30.52328016,27.82
91.160,50.45061383,30.52327599,27.90
91.200,50.45061299,30.52327180,27.98
91.240,50.45061215,30.52326760,28.09
91.280,50.45061130,30.52326339,28.20
91.320,50.45061045,30.52325915,28.33
91.360,50.45060959,30.52325490,28.48
91.400,50.45060872,30.52325062,28.64
91.440,50.45060785,30.52324632,28.81
91.480,50.45060696,30.52324199,29.00
91.520,50.45060607,30.52323763,29.20
91.560,50.45060517,30.52323325,29.42
91.600,50.45060425,30.52322883,29.65
91.640,50.45060333,30.52322437,29.89
91.680,50.45060239,30.52321988,30.15
91.720,50.45060144,30.52321535,30.42
91.760,50.45060048,30.52321078,30.71
91.800,50.45059951,30.52320617,31.01
91.840,50.45059852,30.52320151,31.32
91.880,50.45059752,30.52319680,31.65
91.920,50.45059650,30.52319205,32.00
91.960,50.45059546,30.52318725,32.35
92.000,50.45059441,30.52318239,32.72
92.040,50.45059334,30.52317748,33.11
92.080,50.45059225,30.52317251,33.51
92.120,50.45059115,30.52316748,33.93
92.160,50.45059002,30.52316240,34.35
92.200,50.45058887,30.52315725,34.80
92.240,50.45058771,30.52315203,35.25
92.280,50.45058652,30.52314675,35.73
92.320,50.45058531,30.52314140,36.21
92.360,50.45058408,30.52313598,36.71
92.400,50.45058283,30.52313049,37.23
92.440,50.45058155,30.52312492,37.75
92.480,50.45058025,30.52311928,38.30
92.520,50.45057892,30.52311356,38.85
92.560,50.45057756,30.52310776,39.43
92.600,50.45057618,30.52310187,40.01
92.640,50.45057478,30.52309590,40.61
92.680,50.45057334,30.52308984,41.23
92.720,50.45057188,30.52308370,41.85
92.760,50.45057039,30.52307745,42.53
92.800,50.45056889,30.52307110,43.24
92.840,50.45056738,30.52306463,43.93
92.880,50.45056585,30.52305807,44.62
92.920,50.45056430,30.52305140,45.28
92.960,50.45056274,30.52304463,45.92
93.000,50.45056117,30.52303776,46.55
93.040,50.45055958,30.52303080,47.16
93.080,50.45055798,30.52302375,47.75
93.120,50.45055636,30.52301662,48.33
93.160,50.45055473,30.52300940,48.88
93.200,50.45055308,30.52300209,49.42
93.240,50.45055142,30.52299471,49.94
93.280,50.45054975,30.52298726,50.44
93.320,50.45054806,30.52297973,50.92
93.360,50.45054635,30.52297213,51.39
93.400,50.45054464,30.52296446,51.84
93.440,50.45054290,30.52295674,52.27
93.480,50.45054115,30.52294895,52.68
93.520,50.45053939,30.52294110,53.07
93.560,50.45053762,30.52293320,53.45
93.600,50.45053582,30.52292525,53.80
93.640,50.45053402,30.52291725,54.14
93.680,50.45053220,30.52290921,54.46
93.720,50.45053036,30.52290112,54.76
93.760,50.45052851,30.52289300,55.05
93.800,50.45052665,30.52288484,55.31
93.840,50.45052477,30.52287664,55.56
93.880,50.45052288,30.52286842,55.79
93.920,50.45052097,30.52286016,56.01
93.960,50.45051905,30.52285189,56.20
94.000,50.45051711,30.52284359,56.38
94.040,50.45051516,30.52283527,56.54
94.080,50.45051320,30.52282694,56.68
94.120,50.45051122,30.52281860,56.80
94.160,50.45050923,30.52281025,56.91
94.200,50.45050722,30.52280189,56.99
94.240,50.45050519,30.52279353,57.06
94.280,50.45050316,30.52278516,57.12
94.320,50.45050110,30.52277680,57.15
94.360,50.45049904,30.52276845,57.17
94.400,50.45049696,30.52276011,57.17
94.440,50.45049486,30.52275177,57.15
94.480,50.45049275,30.52274346,57.12
94.520,50.45049063,30.52273516,57.07
94.560,50.45048849,30.52272688,57.00
94.600,50.45048633,30.52271862,56.91
94.640,50.45048417,30.52271039,56.81
94.680,50.45048198,30.52270219,56.69
94.720,50.45047979,30.52269403,56.55
94.760,50.45047757,30.52268590,56.40
94.800,50.45047535,30.52267781,56.23
94.840,50.45047311,30.52266976,56.04
94.880,50.45047085,30.52266175,55.84
94.920,50.45046858,30.52265380,55.62
94.960,50.45046630,30.52264589,55.38
95.000,50.45046400,30.52263804,55.13
95.040,50.45046169,30.52263025,54.86
95.080,50.45045936,30.52262251,54.58
95.120,50.45045702,30.52261484,54.28
95.160,50.45045466,30.52260723,53.96
95.200,50.45045229,30.52259970,53.63
95.240,50.45044991,30.52259223,53.28
95.280,50.45044751,30.52258484,52.92
95.320,50.45044509,30.52257753,52.55
95.360,50.45044266,30.52257030,52.16
95.400,50.45044022,30.52256315,51.75
95.440,50.45043776,30.52255609,51.33
95.480,50.45043529,30.52254909,51.06
95.520,50.45043280,30.52254211,51.04
95.560,50.45043030,30.52253513,51.10
95.600,50.45042779,30.52252815,51.16
95.640,50.45042526,30.52252117,51.21
95.680,50.45042271,30.52251420,51.26
95.720,50.45042015,30.52250724,51.30
95.760,50.45041758,30.52250028,51.33
95.800,50.45041499,30.52249333,51.36
95.840,50.45041239,30.52248639,51.39
95.880,50.45040977,30.52247946,51.41
95.920,50.45040714,30.52247254,51.43
95.960,50.45040449,30.52246563,51.44
96.000,50.45040183,30.52245873,51.44
96.040,50.45039916,30.52245185,51.44
96.080,50.45039647,30.52244498,51.44
96.120,50.45039376,30.52243813,51.43
96.160,50.45039104,30.52243129,51.42
96.200,50.45038831,30.52242447,51.40
96.240,50.45038556,30.52241767,51.38
96.280,50.45038280,30.52241089,51.35
96.320,50.45038002,30.52240413,51.32
96.360,50.45037723,30.52239739,51.28
96.400,50.45037443,30.52239068,51.24
96.440,50.45037161,30.52238399,51.19
96.480,50.45036877,30.52237732,51.14
96.520,50.45036592,30.52237068,51.09
96.560,50.45036306,30.52236406,51.03
96.600,50.45036018,30.52235748,50.96
96.640,50.45035729,30.52235092,50.90
96.680,50.45035438,30.52234439,50.82
96.720,50.45035146,30.52233789,50.75
96.760,50.45034852,30.52233143,50.66
96.800,50.45034557,30.52232499,50.58
96.840,50.45034261,30.52231859,50.49
96.880,50.45033963,30.52231223,50.40
96.920,50.45033664,30.52230590,50.30
96.960,50.45033363,30.52229961,50.20
97.000,50.45033060,30.52229335,50.10
97.040,50.45032757,30.52228714,49.99
97.080,50.45032451,30.52228096,49.88
97.120,50.45032145,30.52227482,49.76
97.160,50.45031837,30.52226873,49.64
97.200,50.45031527,30.52226268,49.52
97.240,50.45031216,30.52225667,49.39
97.280,50.45030904,30.52225071,49.26
97.320,50.45030590,30.52224479,49.13
97.360,50.45030274,30.52223892,49.00
97.400,50.45029958,30.52223310,48.86
97.440,50.45029639,30.52222732,48.72
97.480,50.45029320,30.52222160,48.58
97.520,50.45028998,30.52221593,48.43
97.560,50.45028676,30.52221030,48.28
97.600,50.45028352,30.52220473,48.13
97.640,50.45028026,30.52219922,47.97
97.680,50.45027699,30.52219376,47.82
97.720,50.45027371,30.52218835,47.66
97.760,50.45027041,30.52218300,47.50
97.800,50.45026710,30.52217771,47.34
97.840,50.45026377,30.52217248,47.17
97.880,50.45026043,30.52216731,47.01
97.920,50.45025707,30.52216220,46.84
97.960,50.45025370,30.52215715,46.67
98.000,50.45025032,30.52215216,46.50
98.040,50.45024692,30.52214724,46.33
98.080,50.45024350,30.52214238,46.16
98.120,50.45024007,30.52213759,45.99
98.160,50.45023663,30.52213286,45.82
98.200,50.45023317,30.52212820,45.67
98.240,50.45022968,30.52212361,45.58
98.280,50.45022617,30.52211909,45.52
98.320,50.45022263,30.52211463,45.47
98.360,50.45021906,30.52211023,45.43
98.400,50.45021547,30.52210590,45.38
98.440,50.45021185,30.52210164,45.34
98.480,50.45020820,30.52209743,45.31
98.520,50.45020453,30.52209329,45.28
98.560,50.45020084,30.52208920,45.25
98.600,50.45019712,30.52208518,45.22
98.640,50.45019339,30.52208121,45.20
98.680,50.45018963,30.52207730,45.18
98.720,50.45018585,30.52207344,45.16
98.760,50.45018205,30.52206964,45.14
98.800,50.45017823,30.52206590,45.13
98.840,50.45017439,30.52206220,45.11
98.880,50.45017053,30.52205856,45.10
98.920,50.45016665,30.52205497,45.09
98.960,50.45016276,30.52205143,45.08
99.000,50.45015885,30.52204794,45.07
99.040,50.45015492,30.52204449,45.05
99.080,50.45015098,30.52204109,45.04
99.120,50.45014703,30.52203774,45.03
99.160,50.45014306,30.52203443,45.02
99.200,50.45013907,30.52203117,45.01
99.240,50.45013508,30.52202795,45.00
99.280,50.45013107,30.52202477,44.99
99.320,50.45012705,30.52202163,44.97
99.360,50.45012302,30.52201853,44.96
99.400,50.45011898,30.52201547,44.94
99.440,50.45011493,30.52201245,44.92
99.480,50.45011087,30.52200947,44.91
99.520,50.45010680,30.52200652,44.88
99.560,50.45010273,30.52200360,44.86
99.600,50.45009865,30.52200072,44.84
99.640,50.45009456,30.52199787,44.81
99.680,50.45009046,30.52199506,44.78
99.720,50.45008636,30.52199227,44.75
99.760,50.45008226,30.52198951,44.72
99.800,50.45007815,30.52198679,44.68
99.840,50.45007404,30.52198409,44.64
99.880,50.45006993,30.52198142,44.60
99.920,50.45006581,30.52197877,44.55
99.960,50.45006170,30.52197615,44.51
100.000,50.45005758,30.52197355,44.45
100.040,50.45005346,30.52197097,44.40
100.080,50.45004935,30.52196842,44.34
100.120,50.45004523,30.52196589,44.28
100.160,50.45004112,30.52196338,44.22
100.200,50.45003701,30.52196088,44.15
100.240,50.45003290,30.52195841,44.08
100.280,50.45002880,30.52195595,44.01
100.320,50.45002470,30.52195350,43.93
100.360,50.45002060,30.52195107,43.85
100.400,50.45001651,30.52194866,43.76
100.440,50.45001243,30.52194625,43.67
100.480,50.45000836,30.52194386,43.58
100.520,50.45000429,30.52194148,43.49
100.560,50.45000023,30.52193911,43.39
100.600,50.44999618,30.52193675,43.28
100.640,50.44999214,30.52193440,43.18
100.680,50.44998811,30.52193205,43.07
100.720,50.44998409,30.52192971,42.95
100.760,50.44998008,30.52192737,42.83
100.800,50.44997609,30.52192504,42.71
100.840,50.44997210,30.52192271,42.59
100.880,50.44996813,30.52192038,42.46
100.920,50.44996417,30.52191806,42.35
100.960,50.44996021,30.52191576,42.32
101.000,50.44995623,30.52191352,42.35
101.040,50.44995224,30.52191131,42.38
101.080,50.44994824,30.52190915,42.41
101.120,50.44994423,30.52190702,42.44
101.160,50.44994020,30.52190494,42.46
101.200,50.44993616,30.52190290,42.48
101.240,50.44993212,30.52190090,42.50
101.280,50.44992806,30.52189893,42.52
101.320,50.44992400,30.52189700,42.54
101.360,50.44991993,30.52189510,42.55
101.400,50.44991585,30.52189324,42.56
101.440,50.44991176,30.52189141,42.56
101.480,50.44990767,30.52188962,42.56
101.520,50.44990357,30.52188785,42.56
101.560,50.44989947,30.52188612,42.56
101.600,50.44989537,30.52188441,42.55
101.640,50.44989126,30.52188274,42.54
101.680,50.44988715,30.52188109,42.52
101.720,50.44988303,30.52187946,42.50
101.760,50.44987892,30.52187786,42.48
101.800,50.44987480,30.52187629,42.45
101.840,50.44987068,30.52187474,42.42
101.880,50.44986656,30.52187321,42.38
101.920,50.44986245,30.52187170,42.34
101.960,50.44985833,30.52187021,42.30
102.000,50.44985422,30.52186875,42.25
102.040,50.44985011,30.52186730,42.19
102.080,50.44984601,30.52186586,42.14
102.120,50.44984191,30.52186445,42.07
102.160,50.44983781,30.52186305,42.00
102.200,50.44983372,30.52186166,41.93
102.240,50.44982963,30.52186029,41.85
102.280,50.44982556,30.52185892,41.77
102.320,50.44982148,30.52185757,41.69
102.360,50.44981742,30.52185623,41.59
102.400,50.44981337,30.52185490,41.50
102.440,50.44980932,30.52185358,41.40
102.480,50.44980529,30.52185226,41.29
102.520,50.44980126,30.52185095,41.18
102.560,50.44979725,30.52184965,41.06
102.600,50.44979325,30.52184835,40.94
102.640,50.44978926,30.52184705,40.81
102.680,50.44978528,30.52184576,40.68
102.720,50.44978132,30.52184446,40.55
102.760,50.44977737,30.52184317,40.40
102.800,50.44977344,30.52184188,40.26
102.840,50.44976952,30.52184058,40.11
102.880,50.44976562,30.52183928,39.95
102.920,50.44976174,30.52183798,39.79
102.960,50.44975787,30.52183667,39.63
103.000,50.44975402,30.52183536,39.46
103.040,50.44975019,30.52183404,39.28
103.080,50.44974638,30.52183271,39.10
103.120,50.44974259,30.52183137,38.92
103.160,50.44973882,30.52183003,38.73
103.200,50.44973508,30.52182867,38.53
103.240,50.44973135,30.52182730,38.34
103.280,50.44972765,30.52182592,38.13
103.320,50.44972397,30.52182452,37.93
103.360,50.44972031,30.52182311,37.72
103.400,50.44971668,30.52182168,37.50
103.440,50.44971308,30.52182024,37.28
103.480,50.44970950,30.52181878,37.06
103.520,50.44970594,30.52181730,36.83
103.560,50.44970242,30.52181580,36.60
103.600,50.44969892,30.52181428,36.37
103.640,50.44969545,30.52181273,36.14
103.680,50.44969200,30.52181114,36.02
103.720,50.44968856,30.52180949,36.00
103.760,50.44968514,30.52180777,35.98
103.800,50.44968173,30.52180599,35.96
103.840,50.44967834,30.52180416,35.94
103.880,50.44967496,30.52180227,35.91
103.920,50.44967160,30.52180033,35.89
103.960,50.44966825,30.52179835,35.85
104.000,50.44966492,30.52179632,35.82
104.040,50.44966160,30.52179425,35.78
104.080,50.44965829,30.52179215,35.73
104.120,50.44965500,30.52179001,35.68
104.160,50.44965173,30.52178783,35.63
104.200,50.44964847,30.52178563,35.57
104.240,50.44964522,30.52178340,35.50
104.280,50.44964199,30.52178115,35.43
104.320,50.44963877,30.52177888,35.35
104.360,50.44963557,30.52177659,35.26
104.400,50.44963238,30.52177429,35.16
104.440,50.44962920,30.52177198,35.06
104.480,50.44962604,30.52176966,34.95
104.520,50.44962290,30.52176733,34.83
104.560,50.44961977,30.52176501,34.71
104.600,50.44961665,30.52176268,34.57
104.640,50.44961355,30.52176036,34.43
104.680,50.44961046,30.52175804,34.28
104.720,50.44960739,30.52175574,34.12
104.760,50.44960433,30.52175345,33.95
104.800,50.44960128,30.52175117,33.78
104.840,50.44959825,30.52174891,33.59
104.880,50.44959524,30.52174668,33.40
104.920,50.44959224,30.52174447,33.20
104.960,50.44958925,30.52174229,33.00
105.000,50.44958628,30.52174014,32.78
105.040,50.44958332,30.52173802,32.56
105.080,50.44958038,30.52173594,32.33
105.120,50.44957745,30.52173391,32.09
105.160,50.44957454,30.52173191,31.85
105.200,50.44957164,30.52172996,31.60
105.240,50.44956875,30.52172806,31.34
105.280,50.44956588,30.52172621,31.08
105.320,50.44956303,30.52172442,30.81
105.360,50.44956019,30.52172269,30.54
105.400,50.44955736,30.52172101,30.27
105.440,50.44955455,30.52171940,29.99
105.480,50.44955175,30.52171786,29.71
105.520,50.44954897,30.52171639,29.42
105.560,50.44954620,30.52171499,29.14
105.600,50.44954344,30.52171367,28.86
105.640,50.44954070,30.52171242,28.57
105.680,50.44953798,30.52171126,28.29
105.720,50.44953527,30.52171019,28.01
105.760,50.44953257,30.52170920,27.74
105.800,50.44952989,30.52170830,27.47
105.840,50.44952722,30.52170750,27.21
105.880,50.44952457,30.52170679,26.96
105.920,50.44952193,30.52170619,26.71
105.960,50.44951931,30.52170569,26.48
106.000,50.44951670,30.52170529,26.26
106.040,50.44951410,30.52170500,26.06
106.080,50.44951152,30.52170483,25.88
106.120,50.44950896,30.52170477,25.71
106.160,50.44950641,30.52170483,25.57
106.200,50.44950387,30.52170501,25.44
106.240,50.44950135,30.52170532,25.35
106.280,50.44949884,30.52170575,25.28
106.320,50.44949634,30.52170631,25.24
106.360,50.44949387,30.52170701,25.23
106.400,50.44949140,30.52170782,25.23
106.440,50.44948895,30.52170872,25.21
106.480,50.44948652,30.52170971,25.21
106.520,50.44948409,30.52171079,25.22
106.560,50.44948169,30.52171196,25.23
106.600,50.44947930,30.52171321,25.26
106.640,50.44947692,30.52171455,25.30
106.680,50.44947456,30.52171597,25.35
106.720,50.44947221,30.52171748,25.42
106.760,50.44946987,30.52171907,25.48
106.800,50.44946755,30.52172074,25.56
106.840,50.44946525,30.52172249,25.65
106.880,50.44946296,30.52172432,25.74
106.920,50.44946068,30.52172622,25.84
106.960,50.44945842,30.52172821,25.95
107.000,50.44945617,30.52173027,26.07
107.040,50.44945394,30.52173240,26.19
107.080,50.44945172,30.52173461,26.31
107.120,50.44944952,30.52173689,26.45
107.160,50.44944733,30.52173925,26.58
107.200,50.44944516,30.52174167,26.72
107.240,50.44944300,30.52174417,26.87
107.280,50.44944085,30.52174673,27.01
107.320,50.44943872,30.52174937,27.17
107.360,50.44943660,30.52175207,27.32
107.400,50.44943450,30.52175483,27.48
107.440,50.44943241,30.52175766,27.63
107.480,50.44943034,30.52176056,27.79
107.520,50.44942828,30.52176352,27.96
107.560,50.44942624,30.52176654,28.12
107.600,50.44942421,30.52176962,28.28
107.640,50.44942219,30.52177276,28.45
107.680,50.44942019,30.52177596,28.61
107.720,50.44941821,30.52177922,28.78
107.760,50.44941623,30.52178254,28.94
107.800,50.44941428,30.52178591,29.11
107.840,50.44941233,30.52178933,29.27
107.880,50.44941041,30.52179282,29.43
107.920,50.44940849,30.52179635,29.60
107.960,50.44940659,30.52179994,29.76
108.000,50.44940471,30.52180357,29.92
108.040,50.44940284,30.52180726,30.07
108.080,50.44940098,30.52181100,30.23
108.120,50.44939914,30.52181478,30.38
108.160,50.44939731,30.52181861,30.53
108.200,50.44939550,30.52182249,30.68
108.240,50.44939370,30.52182641,30.83
108.280,50.44939192,30.52183038,30.98
108.320,50.44939015,30.52183439,31.12
108.360,50.44938840,30.52183844,31.26
108.400,50.44938666,30.52184253,31.39
108.440,50.44938493,30.52184666,31.53
108.480,50.44938322,30.52185084,31.66
108.520,50.44938153,30.52185505,31.78
108.560,50.44937984,30.52185929,31.91
108.600,50.44937818,30.52186358,32.03
108.640,50.44937652,30.52186789,32.14
108.680,50.44937489,30.52187225,32.25
108.720,50.44937326,30.52187663,32.36
108.760,50.44937165,30.52188105,32.47
108.800,50.44937006,30.52188550,32.57
108.840,50.44936848,30.52188998,32.66
108.880,50.44936691,30.52189448,32.76
108.920,50.44936536,30.52189902,32.84
108.960,50.44936382,30.52190358,32.93
109.000,50.44936230,30.52190817,33.01
109.040,50.44936079,30.52191278,33.08
109.080,50.44935930,30.52191742,33.15
109.120,50.44935783,30.52192210,33.31
109.160,50.44935640,30.52192687,33.61
109.200,50.44935501,30.52193172,33.94
109.240,50.44935366,30.52193666,34.28
109.280,50.44935235,30.52194168,34.62
109.320,50.44935108,30.52194679,34.97
109.360,50.44934984,30.52195197,35.31
109.400,50.44934864,30.52195723,35.65
109.440,50.44934747,30.52196257,36.00
109.480,50.44934634,30.52196798,36.34
109.520,50.44934523,30.52197346,36.68
109.560,50.44934416,30.52197901,37.01
109.600,50.44934311,30.52198463,37.34
109.640,50.44934209,30.52199031,37.67
109.680,50.44934110,30.52199606,37.99
109.720,50.44934013,30.52200187,38.31
109.760,50.44933919,30.52200774,38.62
109.800,50.44933827,30.52201366,38.92
109.840,50.44933736,30.52201965,39.22
109.880,50.44933648,30.52202568,39.50
109.920,50.44933562,30.52203177,39.78
109.960,50.44933477,30.52203790,40.06
110.000,50.44933394,30.52204409,40.32
110.040,50.44933312,30.52205032,40.58
110.080,50.44933232,30.52205659,40.82
110.120,50.44933153,30.52206291,41.06
110.160,50.44933075,30.52206926,41.29
110.200,50.44932998,30.52207565,41.50
110.240,50.44932921,30.52208208,41.71
110.280,50.44932846,30.52208854,41.91
110.320,50.44932771,30.52209503,42.10
110.360,50.44932696,30.52210156,42.27
110.400,50.44932622,30.52210811,42.44
110.440,50.44932548,30.52211468,42.60
110.480,50.44932473,30.52212128,42.74
110.520,50.44932399,30.52212790,42.88
110.560,50.44932325,30.52213454,43.01
110.600,50.44932250,30.52214119,43.12
110.640,50.44932175,30.52214787,43.23
110.680,50.44932099,30.52215455,43.32
110.720,50.44932023,30.52216125,43.41
110.760,50.44931945,30.52216796,43.48
110.800,50.44931867,30.52217467,43.55
110.840,50.44931787,30.52218139,43.60
110.880,50.44931707,30.52218811,43.64
110.920,50.44931625,30.52219484,43.68
110.960,50.44931541,30.52220156,43.70
111.000,50.44931456,30.52220828,43.72
111.040,50.44931369,30.52221500,43.72
111.080,50.44931280,30.52222171,43.72
111.120,50.44931190,30.52222841,43.71
111.160,50.44931097,30.52223510,43.69
111.200,50.44931002,30.52224178,43.66
111.240,50.44930904,30.52224844,43.62
111.280,50.44930804,30.52225509,43.57
111.320,50.44930702,30.52226172,43.52
111.360,50.44930596,30.52226833,43.46
111.400,50.44930488,30.52227491,43.39
111.440,50.44930377,30.52228147,43.32
111.480,50.44930262,30.52228801,43.23
111.520,50.44930145,30.52229451,43.15
111.560,50.44930023,30.52230099,43.05
